C1R,AK4,ATP1B1,SNHG14,TIMP2,ARPC4,OSMR,TK1,PYGL,ETNK2,FOXM1,SLC6A8,OLFM1,RPL36,TRIB3,ARF3,HBB,COL3A1,ZFP36L1,RACK1,IQSEC1,DLL3,VOPP1,RPS27,CDK2AP1,HLA.A,HLA.DRA,NACA,RPL37A,ADGRG1,NTRK3,TNFRSF12A,GFAP,CCNA2,LBH,SERINC1,TXLNB,DDR1,MCM2,AURKA,TYROBP,BCL9L,SCG3,CA12,RTN3,MELK,PFN2,POSTN,S100A10,KNSTRN,HEPACAM,TSPAN3,MT2A,PLTP,STEAP3,LIF,ACTB,MMP9,PPIB,GRIA4,UQCRH,FGFR3,GAP43,ATP1B3,STOM,LIMS1,FCER1G,SRGN,MYL12B,ANXA5,LAPTM4B,MT.ND5,CXCL2,FRMD6,ATP5MD,YWHAB,TSC22D1,CDC20,CLUH,JUN,TAGLN3,MYL12A,EMP3,AKAP12,GAS5,ANP32E,NDRG2,RPL7,KCNF1,APC,PLOD3,SLC39A14,NPDC1,GNG3,AHNAK,RPS20,APOLD1,MICALL2,TRIB2,APOD
C1R,12.5996331033004,6.71237263293218,2.97014736237993,26.1994760416839,-2.00272297401849,4.44319770524341,9.63535488371485,-7.7691873357688,-5.78056387722001,-4.92249184979459,5.72472338771823,-7.84028999215967,10.2203475956127,-5.83546121317516,12.3814171784198,17.2937714162119,-2.21964650979363,3.66525632451077,13.8142254825315,1.48754625315683,-3.27988397254406,-6.16243438826168,-7.61577849458497,0.0623749916798685,3.4947639185383,-8.59102195760565,3.53228114626743,2.29746325984752,9.81565066833806,2.12942537840641,-4.75950050110462,11.0768285570421,4.45305347688841,7.88722788862842,3.53333573570236,1.07131940849684,-4.87410207165347,7.54893115158683,3.25519731110247,-4.40792081874761,-3.22448230904267,-7.94667491415711,-6.84898407117848,5.16571594267939,1.73197725689321,4.20305256844539,2.64195848873232,-4.20576969370991,9.26864549457427,0.00650296406293329,12.0759525383006,-2.34950459048409,12.3685411851836,-6.58052367601274,4.24395322766596,-12.1150631002236,-8.28035580190412,5.79371292730131,-7.60444739034179,-8.28522734128848,0.935964326695381,2.35134548367214,5.58976355341424,-2.14981834573434,-5.77799827557518,8.21064059657606,-8.7353851729207,-2.70592914566581,1.40828470690949,1.40458747336731,-5.41220406716996,4.26591042344565,-3.14269295769415,-0.156398320461511,-4.28555168185963,11.6363284441371,-8.45779454911698,-1.35066305366354,4.50703607487347,21.2879639747258,10.3145075829896,3.28453637333373,7.50049914895107,-6.01670770001099,-5.5386474456036,-2.12591596964635,-4.12402933678772,13.0462761349406,-1.28288430598289,9.20065740918871,-11.619800106568,-6.0782839211907,-0.673287271526141,0.905246960766235,-1.7766009516192,-2.49050790514691,-0.0291008542858962,1.76602279056065,14.4766797422944,-0.838950469495369
AK4,6.71237263293216,4.95220782798622,-2.13427605580526,10.0383116584923,0.0483945947789898,1.8264384321776,1.18000250363809,-3.16242886446416,-2.145183282851,2.54000557421726,3.47791841156101,-1.22942188278218,-2.71812393690799,2.35336157531389,8.79039644805795,8.90107073858576,0.109276052740759,-2.59449400566057,3.36648970852548,1.4485157851929,0.448969591528945,0.977707510095039,-4.87347043967652,1.75825019715369,-2.46692130955847,-2.35297172064669,2.01317493297445,7.82559012099607,2.5004243001887,-6.48000623910278,1.35413908068131,6.00770172508299,-2.01047873197301,7.21965998181294,-2.91085063490312,0.169481423805854,-4.26331409549245,4.94825391789933,0.809895085100656,-1.59040530666593,-1.14932487448609,-1.40839752600004,-2.33139235654123,3.7497037754244,4.73616156365658,-0.47165719121616,-1.0341809608233,2.48499062483036,2.23274527717711,0.0962079903640432,3.28845665916801,-0.149279468688887,1.0353451536939,0.154714617913682,2.73168853453892,-3.18849516561485,-3.99332452168732,1.17124846453464,-0.0215391351886572,-3.85525780294822,-2.12237758965592,4.32754770164192,7.40709330082623,-6.32870042478247,-0.719341204532677,2.73346502160818,-2.64000466975696,-2.06068405311739,-2.95989673636468,-0.241158427339088,-2.20682740385258,3.58479883318465,0.593837214426687,1.51356024207839,-1.15459487653737,4.1328005859443,0.187216991510924,-1.44551671849402,3.5035586697223,6.87210834630362,3.42727960256808,3.22984819985443,3.47519056770193,-1.56272022601828,-3.4394331653599,-3.42429287195069,-4.81372916787283,1.39830341369186,-5.2775710805723,3.09216321714911,-4.78389397898078,-3.63382244037152,0.783880949189751,-1.02262636306446,-4.736710630229,-0.171069614605942,-1.43238316709793,-1.56872818234413,-0.156692425628485,1.41467098471593
ATP1B1,2.97014736237991,-2.13427605580524,-7.02963501445117,-1.37546310700982,1.67747216315226,-2.38160686191091,3.37875250248505,1.18163076502816,4.94221419344873,0.741532982701382,0.9288229783178,6.97034845710214,-3.35237833033829,2.25583660469708,-2.40634144531244,-3.83201499633048,0.705363693257207,-3.64733826659425,-4.74286304039313,3.01552378656831,-4.70981034128238,5.68826311140268,-1.79874835161393,0.673009612322255,-5.05863553648502,4.52318059306739,-2.11950916241063,-2.07684806311942,-3.37765506192744,-8.22971288833924,7.33918042114093,5.36184887417367,-2.08213820195449,-2.83596783978875,-3.44756157448236,-7.94291654162326,4.41089779956325,-2.43427584230901,1.66663033549497,1.33001965757862,5.19135063053305,-1.25403555283236,1.4726358150701,2.39006927876484,2.20855194456825,-0.362593744648678,-4.17563553863456,5.03650782616117,-11.4111717739376,-1.4828247183656,-4.15909554074602,-0.152086201915461,-3.22411014456817,1.70779144408613,0.710192329616235,-2.31811961117678,6.94514911076125,-1.05095445115002,8.771861266388,-3.82588603098397,-3.68642260068506,-2.41991061381487,-0.39757316832733,-1.340155818231,3.14001893305457,5.25496954940909,2.06466918279392,-2.55316997500608,-4.02789687572485,-1.05204396702302,4.0590246811224,-7.68098434711885,-4.52678109754471,2.09359690977566,-3.48683484369882,-2.62448632395912,4.96498191320291,5.78850784541746,-6.74382411878698,-2.94737675233389,-3.59273169711711,-3.12965105436836,-6.53477445978136,-0.694803327488637,2.03332114977011,-1.23566352443051,4.57079283422692,-0.468064127472479,-0.77043684359709,3.97929300832533,0.237905723025794,3.45132722409322,1.92103835137805,-1.60357755633687,-5.41734495054246,2.7076610216016,-0.963989531140459,3.56688751748242,-4.66185275067576,-0.249033933181107
SNHG14,26.1994760416837,10.0383116584923,-1.37546310700979,34.1911692869342,-4.90764556966227,3.15458847347891,19.1956696851449,-15.5443298831752,-10.4016120236205,-2.62105868015878,11.758049111368,-6.94125282972707,5.88041107332224,-3.89260490658671,18.2463176002485,26.3756546761257,-4.01995537482376,-2.19124540265962,14.5739314164664,1.26015081915475,-8.60140031004771,-0.219533719180512,-11.6164780356699,1.27290591517746,2.35470317972188,-10.8164834016627,6.35203382581195,5.55503102110561,8.51969007918825,-2.32964546234207,-4.38237332516054,17.7107640619864,4.22325663865498,9.3949435357875,-1.7579299363757,-0.700997068581193,-4.82517569481983,10.948316735462,6.96863601321769,-7.86094930937087,-0.0896700567423792,-11.6262985340889,-13.3128183584445,6.32325086585188,5.87127472226362,4.13696404190342,-0.862200021981947,2.65796096420026,10.977425060044,1.07893817179786,11.7832535316356,-1.17471802008218,13.8789534051286,-3.45602251657875,6.50103813201762,-14.6008712443055,-8.25915046331532,0.261502261581879,-11.0618092403782,-7.08174083930765,5.2861169953398,2.16443447435381,13.8755157983452,-4.10096141671485,-9.95985167210754,11.2618515155301,-11.1099623583513,-9.54149673868137,-0.958920872386167,4.80874164894443,-1.40020418515947,1.0532186176004,-1.29474789087996,2.36187372987845,-6.68910124010702,16.3360790772274,-8.98659143820128,-4.82882326739681,6.70438677540767,29.8564341439382,15.7061835705985,4.05321983931536,9.21670590957262,-9.40528780260155,-12.6062872124833,-1.73544841389951,-3.50270747207499,14.3526060883753,-2.51985644703384,11.1006450357904,-18.9719981522794,-11.20216377839,2.49751735194465,0.224700522020925,-2.6837633043857,-6.15459032944359,-0.111797602434182,3.47093667797605,17.8275688495255,-2.86989645707803
TIMP2,-2.00272297401846,0.0483945947790149,1.67747216315228,-4.90764556966224,-1.29855339437577,-1.95481236091935,-0.954066666622073,1.65335361276402,-1.44526454728593,0.238874584082345,0.354467228446607,1.85826934537698,0.780891666457969,-0.355947965854229,-2.79320690192264,-0.442588911372253,-0.701692293408849,-1.06858196037915,-2.54799732168678,-0.54544072714803,2.41187176007479,-1.38693153519632,0.402741538724113,1.55397434239575,-1.31549844453664,0.43813411209808,-2.61711814474634,-3.75032248316116,-4.27465030092007,0.552417126152222,3.31620331141929,-3.76008009118495,-1.14896175696862,-0.849917642780347,-0.669148175991135,-2.13106423141528,0.538632047331526,1.16524386985639,-0.288447010772976,3.22710894360863,1.72501898507016,-0.704666058930409,2.09029572088565,0.796102638610166,-3.26389151688965,-0.946288457107746,1.37334461384838,-1.2986713112525,-4.13658689741529,0.959818648247825,-2.10582350021767,1.38575178309579,-0.0375468458503827,1.93416731678187,-3.36528216999699,0.105593163728133,2.32347497722526,3.50408616109439,2.12879411514361,0.10323977617571,1.33303560490391,-2.15882374396019,0.0895539294425062,5.08463259586083,3.79979009004596,3.49668577487565,2.16137301733743,-2.75108355567647,-1.42231731274362,-3.66873081396446,-0.210989736131452,0.361299161810042,0.919800764293812,3.14832123783746,-1.55232031383821,-1.25364792419419,2.42868744296598,2.47173878390965,-6.17901118597194,-4.00624413245266,-2.80043181448173,-1.46055805823458,-0.0430928619166205,0.975305775035917,2.9876254560194,-0.69060201629024,3.16361341600293,0.818535352239377,0.645740206096297,-3.47694108413244,-0.392502183231084,4.59485129601911,-3.79007823597557,1.1613590074132,1.22296804519863,-0.0445729396348521,3.90655285345093,1.70232548712445,0.923157030624085,0.143102108311507
ARPC4,4.44319770524341,1.82643843217761,-2.38160686191091,3.15458847347894,-1.95481236091935,-0.642109207779502,-1.62355490884271,-1.70642405291624,-0.65356810032944,-1.76600374385934,2.47577597375279,-3.36430095697513,-0.708683272708519,0.37434422272754,3.86993675923791,7.17753986559454,-3.97146308068466,-0.694769222597828,2.93181467179728,1.15362152770837,2.59693283139185,-2.1957273935328,-2.64517081011855,0.118403425148994,-2.22744104108555,-3.16525431914895,0.887881855550037,3.01548939549615,0.280195296561402,-4.50148073343068,1.22535097735866,-0.121005471968637,1.50152613652022,1.62743362670885,-0.318576311842072,0.743875346867301,-3.77766722404962,0.644896714918639,-1.68366046886177,0.457017755785163,-2.00421998847201,-0.434327363749448,-1.99210997139288,3.47925093001591,8.88601008382425,-2.62029404153638,0.0734816245997743,0.994896253137785,-0.453532804825017,0.331390700506923,1.37929049907037,0.279771922023435,-1.10394544710299,-1.18300756372687,-1.27178347156665,0.38608378569589,-1.68724184485593,3.50340489612382,-0.620206618545639,-1.73636432375927,0.811771171875765,4.80524531779198,2.01649623493189,-3.33970220495225,1.6911530451166,1.81869714331308,-0.0292694922868881,-0.19084089741947,1.25313291979412,-1.93987392065259,-0.677918917795159,4.33918512187979,0.0751570971354607,-2.12820878703217,-0.185528944839765,2.98983427096574,0.109197726212009,1.14295217563347,2.72204325510566,2.32159011324461,2.33464143156005,2.14112872419736,1.75958814585641,-0.833181731922051,0.427178582019383,2.1721476702898,-2.18681112475614,0.308314218678327,-3.55874492776258,-2.7422412815443,-1.74009957643348,-2.36040299575261,-2.14657049689768,-1.4811147524868,-2.49726071486715,4.56722992355935,-3.05600286418461,-0.118449180950164,0.472141022436011,-1.22142788293513
OSMR,9.63535488371481,1.18000250363812,3.37875250248507,19.195669685145,-0.954066666622076,-1.62355490884269,1.46007461480395,-7.40911875981161,-2.49491346875064,-7.2416461447891,3.24722245523382,-5.89840940387923,7.430050341763,-4.64984612922841,9.13092707645528,16.188658878637,-9.1243579741748,2.12555845265305,12.1562003866382,-0.484456788157684,-2.46161190338612,-8.17368689982492,-4.67033913644753,0.378003726484468,2.65343720070083,-9.10933708777675,4.57114346706221,-1.11783998541094,5.76002794253133,-0.512869561878078,-1.34929719502464,3.8325615875503,7.77370898114955,4.43322300498099,4.37811391702059,4.84602667300865,-4.92023844689847,4.09250100901624,2.53108288858548,-3.72020640906458,-3.3040734335811,-7.2055168985619,-6.54102807357819,1.43819527540696,4.63040208092383,1.17926409543945,3.82414201126603,-1.15759107420464,4.86867042037116,0.446058533658461,8.9287204676371,1.05834630462654,8.13200722476781,-5.98870508852907,-0.0971550823963282,-6.56084403548648,0.784307607558086,6.69884074034991,-10.3482462129162,-6.04698834081879,4.38998342567712,5.56600424765031,5.14103584755136,-1.42900622331455,-3.56955073307848,7.29524750894012,-5.8990698945665,0.0492784976643719,4.70064155574937,-0.169776808610636,-3.49060750710345,5.758639119604,-0.74073132287042,-2.38302660921107,0.171006102208955,8.32037137345929,-8.22013991441681,0.256563463178725,6.22393289011972,16.3584452929953,9.36496292230039,1.87045956157177,5.22841696684046,-5.97431019686886,-1.61144974692227,3.86656734586719,-2.3812226286935,9.34062173025976,-1.65370714047982,0.343509367194126,-7.740702777237,-6.73540980398201,-0.0212688448702867,0.267584058216959,-1.14158954798922,-0.40274676029858,-1.91818269968434,1.2623312089212,10.074133818417,-5.07909076082062
TK1,-7.76918733576872,-3.16242886446416,1.18163076502813,-15.5443298831752,1.65335361276405,-1.7064240529162,-7.40911875981158,6.48330364510218,2.06231497353835,2.19748153681052,-3.69445238808176,2.60770714641611,-2.49074439713976,1.68028624577272,-10.7284176494696,-9.40629948834249,3.78668724719182,1.12082993204411,-6.82555601594622,-1.49115144833995,3.71649039717888,-0.486904840607816,4.6524852237526,-1.33922949150569,-1.13100656337256,3.12665329862727,-2.25030034866408,-5.97300871432727,-5.54496317210948,0.934248432845252,2.14848848272467,-10.6432194174828,-2.39149017752389,-4.24884546812057,1.95930852233058,-0.171283963931448,0.324278287351604,-5.09273714621308,-4.34946970356208,3.46726667721937,0.33969686458103,7.1886906391816,8.55755761431472,-1.63604592505144,-3.84412429370385,-4.36608349865719,0.998246134179287,-0.180268787353555,-2.61622795929279,-1.1156267449773,-4.55089454444117,0.359294734631948,-4.06640270025756,3.2231797373232,-6.32575500969548,5.48735429359049,2.54230311807419,0.768900212283985,4.56263904833003,5.32003544452571,-0.934908514839201,-1.24946231630683,-5.87861596956711,2.55226109707385,7.56155816533158,-3.70190210288633,4.38855973378118,4.75798640665786,-1.52738215717147,-4.03596584822034,-0.191478681722966,0.000226353856652076,2.78176056142667,-0.905227508760035,3.02810097417629,-8.22760324856038,5.12320771816713,3.76820070532836,-3.99731854948641,-14.3825974134823,-7.64057349499827,-3.79903979082619,-2.55895919466921,4.82691743312688,4.63264844225003,-1.64084448053155,2.48178711600272,-7.7739702772373,1.53948863102521,-6.73256099955534,8.13628933992864,2.90712739890178,-0.0777710891721457,1.73016520907531,3.7400263815498,2.23956425050375,3.60426278674315,-2.66045663419345,-7.19976586723626,4.01212073675195
PYGL,-5.78056387721998,-2.14518328285102,4.94221419344873,-10.4016120236205,-1.44526454728592,-0.653568100329441,-2.49491346875064,2.06231497353835,1.59357290643824,1.63651078861899,-1.40552000544871,1.11279676358864,-1.42931241781435,-1.59446392075692,-5.13509120158952,-1.64136565358878,-0.118563182870662,-1.66605008565596,-2.96442633475524,-2.7876759558462,4.32722877383218,-1.56423302736484,1.34618797719802,2.68962982971117,3.26212264802001,2.07713385748794,-2.70750480430686,-2.99741723633914,-3.65228784054475,1.53944037705455,0.335893897808867,-7.34622842696252,2.13859694276626,-1.44811866402492,2.2916313403996,0.757407618427302,-1.41237156018488,-1.52651758815152,-1.5711135062941,3.92252572784758,1.5687480602231,1.19039406013997,2.30297237062078,-1.77688973198954,-2.28148209845787,-0.160505742225276,1.88864344035345,-2.01765714472248,-2.6050570454405,2.28700115813018,-3.75993156149779,2.18417479010112,0.303342794316732,3.45410925767802,-1.19705975370324,2.7927877915619,-0.985626073943926,2.83043906424649,-0.280436109600395,2.31175950908019,1.41435704909883,1.19740942347379,-4.57444005118658,5.72917899381167,1.82255577592366,0.589417668712274,4.00815965964625,2.98226584383834,0.505615040821313,-0.880508070628181,-1.87904727285518,-0.664892079404769,3.04878077553233,1.3439272086862,0.449728981991629,-5.25630286040068,1.3089371297834,2.20979940214782,-0.684021398743982,-6.77049657755441,0.621741933097083,-1.6240057703916,0.637976733427575,-0.338198788862542,1.97999235444359,0.647259450654268,0.26221673038128,-1.77132295497528,2.62717050245219,-3.41704069123991,3.80426707510998,0.431525261415887,-3.36449273248594,0.266711171413786,2.38695463076248,-0.00975464484408031,2.75133576734202,0.0910557154457692,0.00659212343371349,-0.94658286134812
ETNK2,-4.92249184979452,2.54000557421729,0.741532982701348,-2.62105868015872,0.238874584082344,-1.76600374385933,-7.24164614478909,2.19748153681048,1.63651078861897,-4.79301160588011,0.520540975819929,-1.45087055007681,-1.46435936443506,1.15879386206594,-0.145771625566667,2.51203663584236,-5.38056922985535,1.8249089059604,1.25010897971465,0.394990603198197,6.52829992038105,-4.33060522912613,1.3086309486125,3.06351483072777,0.556676145812766,-0.412265561572313,0.51377658434308,-0.752580451277549,-0.88738659086463,-4.56356110769014,2.97566479680319,-5.14690220315935,3.54333502005311,3.32871423253335,1.24323959763018,1.12072747770181,-4.34609504248837,-0.591960470231775,-4.59826845396142,2.46289696332838,-4.76727787790913,2.85979868496188,3.00059191641784,2.12225431921059,4.66264022035381,-1.8950567227335,4.25741347521904,-5.05758905831756,-3.25322976326798,-0.70574516157907,0.484377777301624,4.81452582039571,0.382848621655063,-1.92466298487324,-1.6754663850643,4.3639512838368,-1.11864533135021,7.33963620102898,-1.15438861789504,-1.93760609724719,0.868333756186603,5.53705988897582,-2.48708587432257,2.78285580400052,5.06001422943854,2.00071499596575,0.740430636546045,5.2902110805401,4.20697703611558,-5.30868084031849,-1.69073408071844,7.40990047169848,0.291297888297931,-0.710999315659443,4.05023575736665,-3.1523645541448,0.601269936020437,3.52492939693735,0.778897086740764,-5.47766538198586,-0.131180769795864,4.16253787573427,1.54337966063532,-1.60653803603391,5.73309441080549,1.0148736127967,-2.48756699968956,1.46737026791138,-6.52482469320823,-3.30076386326763,0.160735057967191,-0.0166453803405102,-3.69968879678072,-1.43128626076471,-4.38885348619955,4.99682248686095,-5.31763138284731,-0.752781022517423,-3.8625868557116,-1.65483302579549
